textid,words,sylls,ltrvec,perf,isrhymed
2156,sward lord twain plain task ask content innocent fell hell,ard ord ain ain ask ask ent ent ell ell,A A B B C C D D E E,1 0 1 1 1 1 1 1 1 1,1
2157,mile damp nile swamp pails pork tails walk popp head drop bed,ile amp ile amp ils ork ils alk opp ead op ed,A B A B C D C E F G H G,1 1 1 1 0 1 0 1 0 1 1 0,1
2158,fight prayer overnight fair absurd vain occurred again tump curled chorus world,ight yer ight air urd ain urred ain ump urled us orld,A B A C D E D E F G H G,1 0 1 1 1 1 1 1 1 0 1 0,1
2159,tread own shed alone down confess town dress tunkatunkatunkatunk plain flesh again,ead own ed one own ess own ess unk ain esh ain,A B A B B C B C D E F E,1 1 0 0 1 1 1 1 1 1 1 1,1
2160,sea roars quay shores sky fail die gale haul deck again trek,ea ars ay ores y ail ie ale aul eck ain ek,A B C D A E A E F G H I,1 0 1 0 0 1 0 1 0 1 1 0,2
2161,clear wheel sheer asqueal snow twine below pine tinkatinkatinkatinkatink crest drink west,ear eel eer eal ow ine ow ine ink est ink est,A B A B C D C D E F E F,1 1 1 1 1 1 1 1 1 1 1 1,1
2162,alone nose groan those fun drink done think plunkalunkalunkalunkalunk past sin last,one ose oan ose un ink one ink unk ast in ast,A B A B A C A C D E F E,1 1 0 1 0 1 1 1 1 1 1 1,1
2163,roof man proof ran mistake things make strings tararararararararrrp by line die,oof an oof an ake ings ake ings arrrp y ine ie,A B A B C D C D E F G F,1 1 1 1 1 0 1 0 0 1 1 1,1
2164,flame fall came all speak truth greek youth tinkatinkatinkatinkatink lack link back,ame all ame all eak uth eek outh ink ack ink ack,A B A B C D C E F G F G,1 1 1 1 1 0 1 1 1 1 1 1,1
2165,heeds needs roun down,eds eds oun own,A A B C,0 0 0 1,2
2166,yard hard old cold,yard ard old old,A A C C,0 1 1 1,1
2167,face disgrace by die,ace ace y ie,A A B B,1 1 1 1,1
2168,dried beside man can,ied ide an an,A A B B,0 0 1 1,1
2169,come home tide pride,ome ome ide ide,A A B B,1 1 1 1,1
2170,made trade here dear,ade ade ere ear,A A B B,1 1 1 1,1
2171,yard hard old cold,yard ard old old,A A C C,0 1 1 1,1
2172,sea free me,ea ee e,A A A,1 1 1,1
2173,there care swear,ere are ear,A A A,1 0 1,1
2174,trod pod god,od od od,A A A,1 1 1,1
2175,same name came,ame ame ame,A A A,1 1 1,1
2176,sea me be,ea e e,A A A,1 1 1,1
2177,all fall hospital,all all al,A A A,1 1 0,1
2178,prayer bear there,yer ear ere,A B B,0 1 1,1
2179,trade madafraid said,ade aid aid,A A A,1 1 1,1
2180,blow so know,ow o ow,A A A,1 1 1,1
2181,get wet set,et et et,A A A,1 1 1,1
2182,case says grace,ase ays ace,A B A,1 0 1,1
2183,calm harm arm,alm arm arm,A B B,1 1 1,1
2184,clear steer here,ear eer ere,A A A,1 1 1,1
2185,wrong belong strong,ong ong ong,A A A,1 1 1,1
2186,gate she men sea,ate e en ea,A B C B,1 1 1 1,2
2187,water shore wife more,er ore ife ore,A B C B,0 1 1 1,2
2188,gear bield harvest yield,ear ield est ield,A B C B,1 1 1 1,2
2189,ploughing tree again sea,ing ee ain ea,A B C B,1 1 1 1,2
2190,again hands men lands,ain ands en ands,A B A B,1 0 0 0,1
2191,men breath men death,en eath en eath,A B A B,1 1 1 1,1
2192,seen men teeth again,een en eeth ain,A A C D,1 1 1 1,2
2193,life desire wife fire,ife ire ife ire,A B A B,1 1 1 1,1
2194,wind spin tides in,ind in ides in,A B C B,1 1 1 1,2
2195,desire ways watch blaze,ire ays atch aze,A B C B,1 0 1 0,2
2196,light dream ghosts roofbeam,ight eam osts eam,A B C B,1 1 0 1,2
2197,ports dead again head,orts ead ain ead,A B C B,0 1 1 1,2
2198,anger wrath harness path legions blade thunders aid,er ath ess ath ons ade ers aid,A B C B D E F E,0 1 1 1 0 1 0 1,2
2199,bearing brow uncaring now thee by thee die,ing ow ing ow ee y ee ie,A B A B C C C C,1 1 1 1 1 0 1 0,1
2200,us own us atone them came them blame,us own us one em ame em ame,A B A B C C C C,1 1 1 0 1 0 1 0,1
2201,terror rein error again undeserving breath unswerving death,or ein or ain ing eath ing eath,A B A B C D C D,1 1 1 1 1 1 1 1,1
2202,sorrow save tomorrow gave woman need foeman intercede,ow ave ow ave an eed an ede,A B A B C D C D,1 1 1 1 1 1 1 0,1
2203,gathers fray fathers today wonders clear thunders hear,ers ay ers ay ers ear ers ear,A B A B A C A C,0 1 0 1 0 1 0 1,1
2204,war countercry kind die see hem god them,ar y ind ie ee em od em,A B C B B D E D,1 1 1 1 0 1 1 1,1
2205,profess parts blasphemy arts prove august more just,ess arts y arts ove ust ore ust,A B C B D E F E,1 0 1 0 1 1 1 1,2
2206,stirred bellyneed design deed fight be die thee,irred eed ign eed ight e ie ee,A B C B D E E E,0 1 1 1 1 1 0 1,1
2207,fee thereby endure die disdain birth loneliness earth,ee y ure ie ain irth ess earth,A A B A C D E D,1 0 1 0 1 1 1 1,1
2208,speech mystery school die set void young destroyed,eech y ool ie et oid oung oyed,A B C B D E F E,1 1 1 1 1 1 1 1,2
2209,rounds dark skies mark drifts thus borne us,unds ark ies ark ifts us orne us,A B C B D E F E,0 1 0 1 0 1 0 1,2
2210,abide will rhyme still fears invisible decrees hell,ide ill yme ill ars ible ees ell,A B C B D E F G,1 1 0 1 0 0 1 1,0
2211,path morningeyne controlled design boys fight unsuccess goodnight,ath eyne olled ign oys ight ess ight,A B C D E F G F,1 0 0 1 0 1 1 1,0
2212,law infirmity blind die arithmetic odds lust gods,aw y ind ie ic odds ust ods,A B C B D E F G,1 1 1 1 0 0 1 0,0
2213,patiently scaith cheats faith transmute show truth know,y aith ats aith ute ow uth ow,A B C B D E F E,1 0 0 0 1 1 0 1,2
2214,war countercry kind die,ar y ind ie,A B C B,1 1 1 1,2
2215,unshook missed ear list mischance barriere tis there,ook issed ear ist ance iere is ere,A B C B D E F C,1 0 1 0 1 0 1 1,2
2216,posies may undercliff spray combe afire posies desire,ies ay iff ay ombe ire ies ire,A B C B D E A E,0 1 1 1 0 1 0 1,1
2217,posies may home away drift first bloodroot nursed,ies ay ome ay ift irst oot ursed,A B C B D E F G,0 1 1 1 1 1 1 0,0
2218,cup blade knight made,up ade ight ade,A B C B,1 1 1 1,2
2219,low lea thorn faerie,ow ea orn ie,A B C B,1 1 1 0,2
2220,above see knowes faerie,ove ee owes ie,A B C B,1 1 0 0,2
2221,said dight arms knight,aid ight arms ight,A B C B,1 1 0 1,2
2222,pride squire law desire,ide uire aw ire,A B C B,1 0 1 1,2
2223,harp sky wind by,arp y ind y,A B C B,1 1 1 1,2
2224,place me night flee,ace e ight ee,A B C B,1 1 1 1,2
2225,flame cold world mould,ame old orld ould,A B C B,1 1 1 0,2
2226,pride brown folk town,ide own olk own,A B C B,1 1 0 1,2
2227,belt fee squire countrie,elt ee uire ie,A B C B,1 1 0 0,2
2228,west flee rain me,est ee ain e,A B C B,1 1 1 0,2
2229,earth sea flesh three,earth ea esh ee,A B C B,1 1 1 1,2
2230,lip knee said courtesie,ip ee aid ie,A B C B,1 1 1 0,2
2231,pride three behind body,ide ee ind y,A B C B,1 1 1 0,2
2232,earls body name me,arls y ame e,A B C D,0 1 1 1,0
2233,mouth feet marketcross street,outh eet oss eet,A B C B,1 1 1 1,2
2234,gold money meal degree,old ey eal ee,A B C B,1 1 1 0,2
2235,gold money meal me,old ey eal e,A B C D,1 1 1 1,0
2236,groat money said me,oat ey aid e,A B C D,1 1 1 1,0
2237,small hand said stand,all and aid and,A B C B,1 1 1 1,2
2238,pride hie word me,ide ie ord e,A B C D,1 1 1 1,0
2239,pride stone said breastbone,ide one aid one,A B C B,1 1 1 1,2
2240,harp lee heard ee,arp ee eard ee,A B C B,1 1 1 1,2
2241,syne see shame me,yne ee ame e,A B C B,0 1 1 0,2
2242,noon me cloak dee,oon e oak ee,A B C B,1 1 1 1,2
2243,above flood wall brood,ove ood all ood,A B C B,1 1 1 1,2
2244,said done word on,aid one ord on,A B C B,1 1 1 0,2
2245,harp hand made brand,arp and ade and,A B C B,1 1 1 1,2
2246,men spear fern clear,en ear ern ear,A B C B,1 1 1 1,2
2247,war ride fight side,ar ide ight ide,A B C B,1 1 1 1,2
2248,above sky wind pie,ove y ind ie,A B C B,1 1 1 1,2
2249,harp string made king,arp ing ade ing,A B C B,1 1 1 1,2
2250,well fear fellowship deer,ell ear ip eer,A B C B,1 1 1 1,2
2251,death burn window return,eath urn ow urn,A B C B,1 1 1 1,2
2252,content eyes edenglade paradise,ent eyes ade ise,A B C D,1 0 1 1,0
2253,grass wind pass hind,ass ind ass ind,A B A B,1 1 1 1,1
2254,away saddleside rein pride,ay ide ein ide,A B C B,1 1 1 1,2
2255,said long sleep song,aid ong eep ong,A B C B,1 1 1 1,2
2256,sun cry heel sky,un y eel y,A B C B,1 1 1 1,2
2257,god three hell me,od ee ell e,A B C B,1 1 1 0,2
2258,wage pelt man felt,age elt an elt,A B C B,1 1 1 1,2
2259,spring shove berg above,ing ove erg ove,A B C B,1 1 0 1,2
2260,outre fell heart grenelle,outre ell eart elle,A B C D,0 1 1 0,0
2261,full thong dead wrong,ull ong ead ong,A B C B,1 1 1 1,2
2262,came night lays right,ame ight ays ight,A B C B,1 1 0 1,2
2263,me frail singer trll,e ail er zzz,A B C D,1 1 0 0,0
2264,snow turn amanuenses berne,ow urn es erne,A B C D,1 1 0 0,0
2265,rage dirk hide work,age irk ide ork,A B C D,1 0 1 1,0
2266,marge man khatmandhu martaban,arge an u an,A B C B,1 1 0 1,2
2267,moose tonight lays right,oose ight ays ight,A B C B,1 1 0 1,2
2268,ago snow sung ung,o ow ung ung,A A B B,1 1 1 1,1
2269,scan man slung ung,an an ung ung,A A B B,1 1 1 1,1
2270,bear lair alone bone,ear air one one,A A B B,1 0 1 1,1
2271,still hill low know,ill ill ow ow,A A B B,1 1 1 1,1
2272,roam home so snow,oam ome o ow,A A B B,1 1 1 1,1
2273,call all broke spoke,all all oke oke,A A B B,1 1 1 1,1
2274,craft laughed done son,aft aughed one on,A A B B,1 1 1 0,1
2275,gift drift pale whale,ift ift ale ale,A A B B,1 1 1 1,1
2276,freeze seas bed head,eeze eas ed ead,A A B B,1 1 1 1,1
2277,fight aright see thee,ight ight ee ee,A A B B,1 1 1 1,1
2278,eye buy stain again,ye uy ain ain,A B C C,0 0 1 1,2
2279,bands hands behind blind,ands ands ind ind,A A B B,0 0 1 1,1
2280,dordogne bone sung ung,ogne one ung ung,A B C C,0 1 1 1,2
2281,rail sail best blest,ail ail est est,A A B B,1 1 1 1,1
2282,prayers heirs confessed blest,ers irs essed est,A B C C,0 0 0 0,2
2283,cook took unguessed blest,ook ook uessed est,A A B C,1 1 0 1,2
2284,shame came hell tell,ame ame ell ell,A A B B,1 1 1 1,1
2285,neared cheered mast last,eared eered ast ast,A B C C,0 0 1 1,2
2286,decks cheques caressed blest,ecks ues essed est,A B C C,0 0 0 0,2
2287,again spain cruise screws,ain ain uise ews,A A B C,1 1 1 0,2
2288,peace seas unrest blest,eace eas est est,A B C C,1 0 1 1,2
2289,rail gale dressed blest,ail ale essed est,A A B B,1 1 0 0,1
2290,spread figurehead shine shrine,ead ead ine ine,A A B B,1 1 1 1,1
2291,speck deck behind blind,eck eck ind ind,A A B B,1 1 1 1,1
2292,make sake best blest,ake ake est est,A A B B,1 1 1 1,1
2293,strike war like avatar,ike ar ike ar,A B A B,1 1 1 1,1
2294,possessed guise jest applies,essed uise est ies,A B A B,0 1 0 1,1
2295,hand nerve planned reserve,and erve anned erve,A B C B,1 1 0 1,2
2296,lends guadeloupe friends stoop,ends oupe ends oop,A B A C,1 0 1 1,2
2297,crown slays down praise,own ays own aise,A B A B,1 0 1 0,1
2298,mart kings heart things,art ings eart ings,A B A B,1 0 1 0,1
2299,mood whole blood soul,ood ole ood oul,A B A B,1 1 1 0,1
2300,makes flouts wakes doubts,akes uts akes ubts,A B A C,0 0 0 0,2
2301,fond ire despond desire,ond ire ond ire,A B A B,1 1 1 1,1
2302,shrillaccented mirth dead earth,ented irth ead earth,A B C B,0 1 1 1,2
2303,reach prefer speech interpreter,each er eech er,A B A B,1 0 1 0,1
2304,space rings face things,ace ings ace ings,A B A B,1 0 1 0,1
2305,elate fears fate beers,ate ars ate ers,A B A C,1 0 1 0,2
2306,rules vast schools last,ules ast ols ast,A B C B,0 1 0 1,2
2307,whim him lied outside learn turn too you twentythree sea fight baronite ahad dad stuck luck old told,im im ied ide earn urn oo ou ee ea ight ite ahad ad uck uck old old,A A B B C C D D E E F F G H I I J J,1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1,1
2308,grey way life wife twentythree me behind blind loan own how now,ey ay ife ife ee e ind ind oan own ow ow,A A B B A A C C D D E E,1 1 1 1 0 0 1 1 1 1 1 1,1
2309,clipperfreights straits bank sank her were ashore more think drink then men grew too shied clyde,ights its ank ank er ere ore ore ink ink en en ew oo ied yde,A B C C D E F F G G H H I I J K,0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0,1
2310,fair square all hall light tonight keel steel paid trade text next mind behind,air uare all all ight ight eel eel aid ade ext ext ind ind,A A B B C C D D E E F F G G,1 0 1 1 1 1 1 1 1 1 1 1 1 1,1
2311,side died print hint meant cent do you ma are,ide ied int int eant ent o ou a are,A A B B C C D D E F,1 1 1 1 0 1 1 0 0 1,1
2312,sea me give live fans mans bone own road unload,ea e ive ive ans ans one own oad oad,A A B B C C D D E E,1 1 1 1 0 0 1 1 1 1,1
2313,done run died beside whelp help paid trade child wild eye cry here queer,one un ied ide elp elp aid ade ild ild ye y ere eer,A A B B C C D D E E F F G G,1 0 0 0 1 1 1 1 1 1 0 0 1 1,1
2314,quite fight ends friends understand brand still will you do can man,uite ight ends ends and and ill ill ou o an an,A A C C D D E E F F G G,1 1 1 1 1 1 1 1 0 0 1 1,1
2315,tried pride packed cracked fault vault came same away pay done son,ied ide acked acked ault ault ame ame ay ay one on,A A B B C C D D E E F F,0 0 0 0 1 1 1 1 1 1 1 0,1
2316,tell spell this is aside died bank sank sea three,ell ell is is ide ied ank ank ea ee,A A B B C C D D E E,1 1 1 1 1 1 1 1 1 1,1
2317,dot not line mine were her keep deep,ot ot ine ine ere er eep eep,A A B B C C D D,1 1 1 1 1 0 1 1,1
2318,friend end soul stole ship weddingtrip wide outside free sea,iend end oul ole ip ip ide ide ee ea,A A B B C C D D E E,1 1 1 1 1 1 1 1 1 1,1
2319,show go mistake break afloat boat alone own more door art heart done one,ow o ake eak oat oat one own ore oor art eart one one,A A B B C C D D E E F F D D,1 1 1 1 1 1 1 1 1 0 1 1 1 1,1
2320,late strait amen then do you now how understand hand,ate ait en en o ou ow ow and and,A A B B C C C C D D,1 1 1 1 1 0 1 1 1 1,1
2321,me be plain again ships lips well hell standinbed head cold hold dark hark stern learn,e e ain ain ips ips ell ell inbed ead old old ark ark ern earn,A A B B C C D D E F G G H H I I,1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1,1
2322,lyre sea require me,yre ea uire e,A B C B,0 1 0 1,2
2323,fishermen too again you,en oo ain ou,A B C B,1 1 1 0,2
2324,knowed fuss road us,owed uss oad us,A B A B,0 0 0 0,1
2325,appear sapper engineer engineer sapper,ear er eer eer er,A A A A A,1 0 1 1 0,1
2326,monsoon pontoon etc,oon oon etc,A A B,1 1 0,1
2327,sun done etc,un one etc,A A B,1 0 0,1
2328,bat that etc,at at etc,A A B,1 1 0,1
2329,hill still etc,ill ill etc,A A B,1 1 0,1
2330,straw corps etc,aw orps etc,A B C,1 0 0,0
2331,wage page etc,age age etc,A A B,1 1 0,1
2332,entrain campaign etc,ain aign etc,A A B,1 1 0,1
2333,mine line etc,ine ine etc,A A B,1 1 0,1
2334,spade bullockbrigade etc,ade ade etc,A A B,1 1 0,1
2335,shirt dirt etc,irt irt etc,A A B,1 1 0,1
2336,mud khud etc,ud ud etc,A A B,1 1 0,1
2337,huts cuts etc,uts uts etc,A A B,0 0 0,1
2338,cease peace etc,ease eace etc,A A B,1 1 0,1
2339,bad mad etc,ad ad etc,A A B,1 1 0,1
2340,too do etc,oo o etc,A A B,1 0 0,1
2341,hand stand etc,and and etc,A A B,1 1 0,1
2342,ground round etc,ound ound etc,A A B,1 1 0,1
2343,thus sapper us engineers engineers sapper,us er us ers ers er,A B A C C B,1 0 1 0 0 0,1
2344,hope halt slope fault,ope alt ope ault,A B A B,1 1 1 1,1
2345,give play did day,ive ay id ay,A B C B,1 1 1 1,2
2346,too sword sovekipoo gawd,oo ord oo awd,A B A C,1 1 1 1,2
2347,keep go sheep so,eep o eep o,A B A B,1 1 1 1,1
2348,man see ran me,an ee an e,A B A B,1 1 1 0,1
2349,time waterloo maiwand you,ime oo and ou,A B C B,1 1 1 0,2
2350,helper forget worse yet,er et orse yet,A B C B,0 1 1 0,2
2351,chins more denied floor,ins ore ied oor,A B C B,0 1 0 0,2
2352,bombs handgrenades byanby fieldparades,ombs ades y ades,A B C B,0 0 1 0,2
2353,down told work gold,own old ork old,A B C B,1 1 1 1,2
2354,musketoons halberdiers care ears,ons ers are ars,A B C D,0 0 1 0,0
2355,hand save me gave,and ave e ave,A B C B,1 1 1 1,2
2356,was wrongs so songs,as ongs o ongs,A B C B,1 0 1 0,2
2357,things clear dry beer,ings ear y eer,A B C B,0 1 1 1,2
2358,helper forget worse yet,er et orse yet,A B C B,0 1 1 0,2
2359,fights isrulites away today,ights ites ay ay,A B C C,0 0 1 1,2
2360,callin fallin below us us us so,in in ow us us us o,A A B C C C B,1 1 1 1 1 1 1,1
2361,tail rail away today,ail ail ay ay,A A B B,1 1 1 1,1
2362,drink think say today,ink ink ay ay,A A B B,1 1 1 1,1
2363,things wings obey day,ings ings ey ay,A A B B,0 0 1 1,1
2364,food good pay day,ood ood ay ay,A A B B,1 1 1 1,1
2365,rides sides boomderay day,ides ides ay ay,A A B B,1 1 1 1,1
2366,catholicks tricks pray day,icks icks ay ay,A A B B,0 0 1 1,1
2367,sweet eat pay day,eet eat ay ay,A A B B,1 1 1 1,1
2368,fallin callin below it it someow now slow so stow go us,in in ow it it eow ow ow o ow o us,A A B C C D B B B B B E,1 1 1 1 1 0 1 1 1 1 1 1,1
2369,master rail commissariat jail conductorsargent he europeshop eduljee,er ail iat ail ent e op ee,A B C B D E F E,0 1 0 1 1 1 1 1,2
2370,salaam harm square there,aam arm uare ere,A B C D,0 1 0 1,0
2371,accountant jew draughtsman too chuckerbutty sikh fittinsheds catholick,ant ew an oo y ikh eds ick,A B C B D E F G,1 1 1 0 1 0 0 1,0
2372,regalia bare landmarks hair backwards thus infidels us,ia are arks air ards us els us,A B C B D E F E,0 1 0 1 0 1 0 1,2
2373,labour smoke banquits broke talkin rest comparin best,our oke its oke in est in est,A B C B D E D E,1 1 0 1 1 1 1 1,1
2374,talkin stirred parrots brainfeverbird curious bed shiva head,in irred ots ird ous ed a ead,A B C D E F G F,1 0 0 1 1 1 0 1,0
2375,service pressed greetins west commanded singapore them more,ice essed ins est anded ore em ore,A B C B D E F E,1 0 0 0 0 1 1 1,2
2376,them brown pleasant down snorin floor standing more,em own ant own in oor ing ore,A B C B D E F E,1 1 1 1 1 1 1 0,2
2377,salaam harm square there,aam arm uare ere,A B C D,0 1 0 1,0
2378,foot knew died do,oot ew ied o,A B C B,1 1 0 0,2
2379,long through step do,ong ough ep o,A B C B,1 1 1 0,2
2380,bombardier through hooked do,ier ough ooked o,A B C B,0 1 0 0,2
2381,were two now do,ere o ow o,A B B B,1 1 1 1,1
2382,friend new back do,iend ew ack o,A B C B,1 1 1 0,2
2383,go slow come drum,o ow ome um,A A B B,1 1 1 0,1
2384,her look him took reason blind em find,er ook im ook on ind em ind,A B C B D E F E,0 1 1 1 1 1 1 1,2
2385,tellin been robber canteen buggy ask gallon cask,in een er een y ask on ask,A B C B D E F E,1 1 0 1 1 1 1 1,2
2386,cut by his ty settle beer em here,ut y is y e eer em ere,A B C B D E F E,1 1 1 1 1 1 1 1,2
2387,thinkin smile winkin aisle quiet band beggars hand,in ile in aisle iet and ars and,A B A C D E F E,1 1 1 0 0 1 0 1,2
2388,over squeak eden cheek ribbons fine yer mine,er eak en eek ons ine yer ine,A B C B D E F E,0 1 1 1 0 1 0 1,2
2389,kerridge brute after boot lady lad em bad,idge ute er oot y ad em ad,A B C B D E F E,1 1 0 0 1 1 1 1,2
2390,arabi sun dry gun new song do long,i un y un ew ong o ong,A B C B D E D E,0 1 1 1 1 1 0 1,1
2391,redoubt case out place clear song beer long,oubt ase out ace ear ong eer ong,A B A B C D C D,1 1 1 1 1 1 1 1,1
2392,glass marked bass disembarked hand song stand long,ass arked ass arked and ong and ong,A B A B C D C D,1 0 1 0 1 1 1 1,1
2393,champagne while plain projectile do song kangaroo long,agne ile ain ile o ong oo ong,A B C B D E D E,0 1 1 1 1 1 1 1,1
2394,fine wide incline side cut song brutt long,ine ide ine ide ut ong utt ong,A B A B C D C D,1 1 1 1 1 1 1 1,1
2395,right command tight hand,ight and ight and,A B A B,1 1 1 1,1
2396,stone own about out,one own out out,A A B B,1 1 1 1,1
2397,mess rathermoreorless hazarho so,ess ess o o,A A B B,1 1 1 1,1
2398,where square more floor,ere uare ore oor,A B C C,1 0 1 0,2
2399,hard yard byanby cry,ard yard y y,A A B B,1 0 1 1,1
2400,suicide pride bit kit,ide ide it it,A A B B,1 1 1 1,1
2401,mess rathermoreorless hazarho so,ess ess o o,A A B B,1 1 1 1,1
2402,suit boot slings rings,uit oot ings ings,A A B B,0 0 0 0,1
2403,year beer dance lance,ear eer ance ance,A A B B,1 1 1 1,1
2404,yet get can man,yet et an an,A A C C,0 1 1 1,1
2405,obeyed parade smart heart,eyed ade art eart,A A B B,0 0 1 1,1
2406,plain again shirk work,ain ain irk ork,A A B C,1 1 0 1,2
2407,right sight mind behind,ight ight ind ind,A A B B,1 1 1 1,1
2408,astray way grin in,ay ay in in,A A B B,1 1 1 1,1
2409,dust must go slow,ust ust o ow,A A B B,1 1 1 1,1
2410,much touch hop shop,uch ouch op op,A A B B,1 0 1 1,1
2411,on gone hear rear,on one ear ear,A A B B,1 0 1 1,1
2412,split bit play day,it it ay ay,A A B B,1 1 1 1,1
2413,stone own began man,one own an an,A A A A,1 1 1 1,1
2414,mess rathermoreorless hazarho so,ess ess o o,A A B B,1 1 1 1,1
2415,sergeant man hokeemut can cold wrong sentrybox along,eant an ut an old ong ox ong,A B C B D E F E,0 1 1 1 1 1 1 1,2
2416,night eye tight byanby,ight ye ight y,A B A B,1 0 1 0,1
2417,barricks wide all beside pushed along sentrybox wrong,icks ide all ide ushed ong ox ong,A B C B D E F E,0 1 1 1 0 1 1 1,2
2418,mornin fun bullockcart undone out made bombardier parade,in un art one out ade ier ade,A B C B D E F E,1 1 1 0 1 1 0 1,2
2419,heavy blue wet through trusties head time said,y ue et ough ies ead ime aid,A B C D E F G H,1 1 1 1 0 1 1 1,0
2420,sergeants fortyone file sun sentrybox song truth wrong,ants yone ile un ox ong uth ong,A B C D E F G F,0 0 1 1 1 1 0 1,0
2421,haughty hard tight guard liquor way friends a,y ard ight uard uor ay ends a,A B C B D E F G,1 1 1 0 0 1 1 0,0
2422,man swear can bear care know there so,an ear an ear are ow ere o,A B A B B C B C,1 1 1 1 0 1 1 1,1
2423,over lover you you,er er ou ou,A A B B,1 1 0 0,1
2424,alarm fun harm one run tow none so,arm un arm one un ow one o,A B A B B C B C,1 1 1 0 1 1 0 1,1
2425,him him him him,im im im im,A A A A,1 1 1 1,1
2426,it do bit you true go through so,it o it ou ue o ough o,A B A B B B B B,1 1 1 0 0 1 1 1,1
2427,givin livin returnin learnin,in in in in,A A A A,1 1 1 1,1
2428,fair pore care shore more show whore so,air ore are ore ore ow ore o,A B A B B C B C,1 1 1 1 1 1 1 1,1
2429,you you sorrow tomorrow,ou ou ow ow,A A A A,1 1 0 0,1
2430,smiles blue miles screw done play sun hai,iles ue iles ew one ay un ai,A B A B C D C E,0 1 0 1 1 1 0 0,1
2431,see wide me tried,ee ide e ied,A B A B,1 1 0 1,1
2432,quoits talk quarterdeck walk was sea ship me,its alk eck alk as ea ip e,A B C B D E F E,0 1 1 1 1 1 1 1,2
2433,seen too myself true odd oer such more,een oo elf ue odd oer uch ore,A B C B D E F G,1 1 1 0 0 0 1 1,0
2434,books rule myself fool out paid boots made,oks ule elf ool out aid ots ade,A B C B D E F E,0 1 1 0 1 1 0 1,2
2435,beam appears barrickstove years began came soldierman name,eam ars ove ars an ame an ame,A B C B D A D A,1 0 1 0 1 0 1 0,1
2436,me breast so rest seen along feel song,e east o est een ong eel ong,A B C B D E F E,1 1 1 0 1 1 1 1,2
2437,dried died two anew,ied ied o ew,A A B B,0 0 1 1,1
2438,chair hair paul all,air air aul all,A A B C,1 1 0 1,2
2439,blame fame star are,ame ame ar are,A A B B,1 1 1 0,1
2440,old line hold pine yet forget,old ine old ine yet et,A B A B C C,1 1 1 1 0 1,1
2441,dies depart sacrifice heart yet forget,ies art ice eart yet et,A B C B D D,0 1 1 1 0 1,1
2442,away fire yesterday tyre yet forget,ay ire ay yre yet et,A B A C D D,1 1 1 0 0 1,1
2443,loose awe use law yet forget,oose awe use aw yet et,A B A C D D,1 0 1 1 0 1,1
2444,trust shard dust guard word lord,ust ard ust uard ord ord,A B A B B B,1 1 1 0 0 0,1
2445,prayer i hair care fair i,yer i air are air i,A B C C C B,0 0 1 1 1 0,1
2446,waste hand know know understand,aste and ow ow and,A B C C B,1 1 1 1 1,1
2447,spent i intent bent meant i,ent i ent ent eant i,A B A A A B,1 0 1 1 0 0,1
2448,lost planned why why understand,ost anned y y and,A B C C D,1 0 1 1 1,2
2449,hide i aside tried died i,ide i ide ied ied i,A B A A A B,1 0 1 1 1 0,1
2450,blame brand why why understand,ame and y y and,A B C C B,1 1 1 1 1,1
2451,afar shikar,ar ar,A A,1 1,1
2452,blind kind,ind ind,A A,1 1,1
2453,west breast,est east,A A,1 1,1
2454,day play,ay ay,A A,1 1,1
2455,pursue thirteentwo,ue o,A B,1 1,0
2456,clothes oaths,othes aths,A B,0 0,0
2457,friends ends,ends ends,A A,1 1,1
2458,raised praised,aised aised,A A,0 0,1
2459,true you,ue ou,A A,1 0,1
2460,debt net tongue get,ebt et ue et,A A C A,0 1 1 1,1
2461,dues use bengal refuse,ues use al use,A A B A,0 0 1 0,1
2462,spring bring thousandfold anything,ing ing old ing,A A B A,1 1 1 1,1
2463,before swore hills more,ore ore ills ore,A A B A,1 1 0 1,1
2464,babylon done small one,on one all one,A A B A,1 1 1 0,1
2465,do two please you,o o ease ou,A A B A,1 1 1 0,1
2466,will till charity fill,ill ill y ill,A A B A,1 1 1 1,1
2467,gain pain revenue skein,ain ain ue ein,A A B A,1 1 1 1,1
2468,said head street bread,aid ead eet ead,A A B A,1 0 1 0,1
2469,daughtersshe be bounty me,e e y e,A A A A,1 1 0 1,1
2470,hold sings things gold,old ings ings old,A B B A,1 0 0 1,1
2471,disclaim to to same,aim o o ame,A B B A,1 1 1 1,1
2472,breaking rest shaking crest jakko sink tobacco drink,ing est ing est o ink o ink,A B A B C D C D,1 1 1 1 1 1 1 1,1
2473,morning crawl scorning wall walking sing talking thing,ing awl ing all ing ing ing ing,A B A B A A A A,1 1 1 1 1 1 1 1,1
2474,crimson cried on bromide bedroom mouse room house,on ied on ide oom ouse oom ouse,A B A B C D C D,1 0 1 0 1 1 1 1,1
2475,unheeded md needed sea me snow me go,eeded zzz eeded ea e ow e o,A B A C C D C D,0 0 0 1 1 1 1 1,1
2476,heavens champagne sevens again order askew warder true,ens agne ens ain er ew er ue,A B A C D E D E,0 0 0 1 0 1 0 0,1
